"subject" "label" "mean" "std_dev"
20 "laying" 0.22952004 -0.023986638
20 "laying" 0.22968976 -0.021353244
20 "laying" 0.24717033 -0.015763317
20 "laying" 0.27798022 -0.017221067
20 "laying" 0.2678207 -0.017353342
20 "laying" 0.25319955 -0.015967446
20 "laying" 0.30209894 -0.014697521
20 "laying" 0.26993962 -0.018239553
20 "laying" 0.19682966 -0.020008281
20 "laying" 0.23431136 -0.015930153
20 "laying" 0.28728551 -0.01626463
20 "laying" 0.28715158 -0.016731107
20 "walking" 0.19304071 -0.0097692172
20 "walking" 0.30223587 -0.038115273
20 "walking" 0.26883746 -0.056472493
20 "walking" 0.22044189 -0.0026843092
20 "walking" 0.27245707 0.013753493
20 "walking" 0.29457873 -0.037653172
20 "walking" 0.32377976 -0.024764981
20 "walking" 0.25768621 0.0026938709
20 "walking" 0.2706278 -0.010272506
20 "walking" 0.349237 -0.020092456
20 "walking" 0.29199082 -0.033700304
20 "walking" 0.18595573 -0.050558653
20 "walking" 0.21759441 -0.012164304
20 "walking" 0.3262592 0.015063735
20 "walking" 0.21288325 -0.040077079
20 "walking" 0.34171727 -0.029329374
20 "walking" 0.24264884 -0.010047346
20 "walking" 0.28794186 -0.020799102
20 "walking" 0.28182212 -0.050143279
20 "walking" 0.20732943 0.003954743
20 "walking" 0.38754091 -0.03417164
20 "walking" 0.25194104 -0.026413507
20 "walking" 0.23740222 0.0193144
20 "walking" 0.30659211 -0.040754704
20 "walking" 0.19163174 -0.047056656
20 "walking" 0.3058569 -0.022279937
20 "walking" 0.32403503 -0.0086344887
20 "walking_downstairs" 0.44484286 0.00074136587
20 "walking_downstairs" 0.24520726 -0.0053145483
20 "walking_downstairs" 0.15193168 0.0073517037
20 "walking_downstairs" 0.36297669 -0.043583454
20 "walking_downstairs" 0.33614569 -0.036783438
20 "walking_downstairs" 0.14175689 0.031915446
20 "walking_downstairs" 0.2290482 -0.019593132
20 "walking_downstairs" 0.37615498 0.019176227
20 "walking_downstairs" 0.31751376 -0.029725257
20 "walking_downstairs" 0.2987442 -0.052431411
20 "walking_downstairs" 0.20246527 0.04329711
20 "walking_downstairs" 0.24239151 -0.035799942
20 "walking_downstairs" 0.33191637 -0.044417157
20 "walking_downstairs" 0.20965796 0.017828698
20 "walking_downstairs" 0.46013352 0.023488099
20 "walking_downstairs" 0.4036586 -0.0071801733
20 "walking_downstairs" 0.18485338 -0.041543376
20 "walking_downstairs" 0.25560634 -0.028408804
20 "walking_downstairs" 0.42209484 0.01916521
20 "walking_downstairs" 0.31725053 -0.048111971
20 "walking_downstairs" 0.25046873 -0.02453063
20 "walking_downstairs" 0.20911069 0.031148217
20 "walking_upstairs" -0.047663634 -0.12549449
20 "walking_upstairs" 0.21142785 0.0082682567
20 "walking_upstairs" 0.41753464 -0.015953037
20 "walking_upstairs" 0.35760955 -0.026352301
20 "walking_upstairs" 0.24488508 -0.038492233
20 "walking_upstairs" 0.20998341 -0.063370665
20 "walking_upstairs" 0.20950761 -0.0062665309
20 "walking_upstairs" 0.23317504 0.036579473
20 "walking_upstairs" 0.15157776 -0.093995202
20 "walking_upstairs" 0.20462866 -0.038858867
20 "walking_upstairs" 0.14290926 -0.022732164
20 "walking_upstairs" 0.23399777 -0.0010985198
20 "walking_upstairs" 0.34782286 -0.024854152
20 "walking_upstairs" 0.23995784 -0.055918051
20 "walking_upstairs" 0.24352068 -0.014203985
20 "walking_upstairs" 0.28353914 -0.010882539
20 "walking_upstairs" 0.33633915 -0.026549832
20 "walking_upstairs" 0.32730538 0.034859517
20 "walking_upstairs" 0.15810684 -0.096766116
20 "walking_upstairs" 0.22440801 -0.025266746
20 "walking_upstairs" 0.29499888 0.010637718
20 "walking_upstairs" 0.38894675 -0.012259075
20 "walking_upstairs" 0.27979295 -0.042800152
20 "walking_upstairs" 0.17470369 -0.073955571
20 "walking_upstairs" 0.20346813 -0.044421305
20 "walking_upstairs" 0.27572822 0.0092556944
20 "standing" 0.20504269 -0.084072627
20 "standing" 0.29079962 -0.03388875
20 "standing" 0.29793157 -0.0019919631
20 "standing" 0.18895351 -0.093564806
20 "standing" 0.25166352 -0.042181194
20 "standing" 0.30719443 0.0058240619
20 "standing" 0.2546126 -0.041327615
20 "standing" 0.27797192 -0.022012655
20 "standing" 0.28073498 -0.013256907
20 "standing" 0.26784317 -0.026526435
20 "standing" 0.28524731 -0.012816517
20 "standing" 0.29804513 0.0018925793
20 "standing" 0.27653344 -0.017161576
20 "standing" 0.25374609 -0.034599516
20 "standing" 0.28770373 -0.0079533475
20 "standing" 0.28801815 -0.0013009778
20 "standing" 0.28589089 -0.0087063878
20 "standing" 0.30054695 -0.006639668
20 "standing" 0.27419198 -0.021761617
20 "standing" 0.28075961 -0.011321918
20 "standing" 0.38147218 0.050494564
20 "standing" 0.26699524 -0.019578294
20 "standing" 0.31286197 0.0036755843
20 "standing" 0.27665104 -0.017916053
20 "standing" 0.27170757 -0.019557682
20 "standing" 0.28071945 -0.015801602
20 "standing" 0.27479915 -0.024267524
20 "standing" 0.27882341 -0.015603714
20 "standing" 0.2957867 -0.0011846421
20 "standing" 0.30059531 0.0017353919
20 "standing" 0.30427627 0.0083390429
20 "standing" 0.28218376 -0.012229927
20 "standing" 0.26335273 -0.030942527
20 "standing" 0.28104783 -0.014212644
20 "standing" 0.27424209 -0.020836805
20 "sitting" 0.25762191 0.02340839
20 "sitting" 0.26463599 -0.0097173318
20 "sitting" 0.27674841 -0.010856155
20 "sitting" 0.27207439 -0.015422786
20 "sitting" 0.26944664 -0.01329572
20 "sitting" 0.27919025 -0.016995423
20 "sitting" 0.27940776 -0.017046747
20 "sitting" 0.27809743 -0.015552885
20 "sitting" 0.27727287 -0.016560625
20 "sitting" 0.2777707 -0.01893374
20 "sitting" 0.27887714 -0.019811593
20 "sitting" 0.27684565 -0.016135177
20 "sitting" 0.27418838 -0.013726535
20 "sitting" 0.2642618 -0.0091472989
20 "sitting" 0.27947353 -0.0076119712
20 "sitting" 0.28013555 -0.02071159
20 "sitting" 0.27773595 -0.021585259
20 "sitting" 0.27405488 -0.01352295
20 "sitting" 0.27713114 0.0010448868
20 "sitting" 0.27945888 -0.029818877
20 "sitting" 0.27907616 -0.03016656
20 "sitting" 0.27549904 -0.00039428807
20 "sitting" 0.27233165 -0.0082778682
20 "sitting" 0.28057621 -0.0098881119
20 "sitting" 0.28175973 -0.021476827
20 "sitting" 0.27754209 -0.029861682
20 "sitting" 0.27587123 -0.019981047
20 "sitting" 0.27461647 -0.0054985834
20 "sitting" 0.27774373 -0.010012272
20 "sitting" 0.28084703 -0.014479064
20 "laying" -0.59200434 0.14698327
20 "laying" 0.23922349 -0.031476683
20 "laying" 0.30756021 -0.015544693
20 "laying" 0.27014101 -0.012599132
20 "laying" 0.24892686 -0.015164196
20 "laying" 0.25643104 -0.017199647
20 "laying" 0.25650293 -0.016715755
20 "laying" 0.25173209 -0.01456792
20 "laying" 0.26565644 -0.015344657
20 "laying" 0.26769147 -0.017045348
20 "laying" 0.25646467 -0.01646121
20 "laying" 0.21382307 -0.017732693
20 "laying" 0.22413866 -0.014781682
20 "laying" 0.27402814 -0.013378916
20 "laying" 0.27291498 -0.016613729
20 "laying" 0.26147751 -0.015337117
20 "laying" 0.2416543 -0.0099194675
20 "laying" 0.23461795 -0.0080258212
20 "laying" 0.19724084 -0.02165594
20 "laying" 0.12861812 -0.011177574
20 "laying" 0.27569145 -0.015202897
20 "laying" 0.27126846 -0.014717241
20 "laying" 0.27213193 -0.0166539
20 "laying" 0.27346121 -0.01673236
20 "laying" 0.26276637 -0.016368974
20 "laying" 0.26710999 -0.017316171
20 "laying" 0.27332579 -0.017365232
20 "laying" 0.27189444 -0.016037555
20 "laying" 0.26924877 -0.016085113
20 "laying" 0.27050315 -0.016424806
20 "laying" 0.28016452 -0.016527755
20 "laying" 0.27882424 -0.017439283
20 "laying" 0.27517339 -0.016820128
20 "laying" 0.27495909 -0.016390188
20 "laying" 0.27408448 -0.017380837
20 "laying" 0.27850625 -0.016923844
20 "laying" 0.23479329 -0.018207291
20 "walking" 0.23442991 -0.022002116
20 "walking" 0.27960747 -0.058221706
20 "walking" 0.19060765 -0.038960658
20 "walking" 0.3513643 -0.012586632
20 "walking" 0.27528064 0.021739035
20 "walking" 0.27094471 -0.019280431
20 "walking" 0.27175777 -0.06083631
20 "walking" 0.25325478 0.030576542
20 "walking" 0.35605953 -0.012290184
20 "walking" 0.20572711 -0.069876073
20 "walking" 0.27887219 -0.0012358244
20 "walking" 0.33381163 -0.031514922
20 "walking" 0.18471141 -0.068593319
20 "walking" 0.22699108 0.014083843
20 "walking" 0.35974193 -0.0093337505
20 "walking" 0.26163924 -0.0078059903
20 "walking" 0.28038323 -0.010544196
20 "walking" 0.25004741 -0.071840684
20 "walking" 0.25311853 0.0061723573
20 "walking" 0.32887107 0.024099612
20 "walking" 0.29972864 -0.038455029
20 "walking" 0.26110829 -0.0091733464
20 "walking" 0.2970299 -0.015166721
20 "walking" 0.24290236 -0.048978562
20 "walking_downstairs" 0.47380906 0.025067765
20 "walking_downstairs" 0.38658816 -0.02912781
20 "walking_downstairs" 0.13756918 -0.052284355
20 "walking_downstairs" 0.17385418 -0.018371087
20 "walking_downstairs" 0.35184244 -0.017012012
20 "walking_downstairs" 0.27092438 -0.025769856
20 "walking_downstairs" 0.32741452 0.019221289
20 "walking_downstairs" 0.40083105 -0.014565262
20 "walking_downstairs" 0.38202362 0.029276804
20 "walking_downstairs" 0.16551251 -0.025854709
20 "walking_downstairs" 0.36426669 -0.047606982
20 "walking_downstairs" 0.24124255 0.00064745931
20 "walking_downstairs" 0.097256431 -0.026759697
20 "walking_downstairs" 0.4355363 -0.012498626
20 "walking_downstairs" 0.39597797 -0.01580483
20 "walking_downstairs" 0.41637913 0.06660064
20 "walking_downstairs" 0.45137871 -0.015351658
20 "walking_downstairs" 0.28496683 -0.052876734
20 "walking_downstairs" 0.24898839 -0.054484698
20 "walking_downstairs" 0.34429328 0.02578139
20 "walking_downstairs" 0.26902075 -0.0028586686
20 "walking_downstairs" 0.15919574 0.029013813
20 "walking_downstairs" 0.15369714 0.0050746934
20 "walking_upstairs" 0.029089121 -0.12636735
20 "walking_upstairs" 0.24293233 -0.017345984
20 "walking_upstairs" 0.38385434 -0.0043375828
20 "walking_upstairs" 0.34705725 -0.010777943
20 "walking_upstairs" 0.27249888 -0.0014093626
20 "walking_upstairs" 0.12155438 -0.0056607378
20 "walking_upstairs" 0.15528646 -0.040643828
20 "walking_upstairs" 0.28291007 -0.050250762
20 "walking_upstairs" 0.18086902 -0.093401939
20 "walking_upstairs" 0.236286 -0.078045086
20 "walking_upstairs" 0.34416247 -0.032934329
20 "walking_upstairs" 0.40201638 0.032457448
20 "walking_upstairs" 0.23207052 0.03170214
20 "walking_upstairs" 0.22084073 -0.0078397232
20 "walking_upstairs" 0.32896254 -0.046800451
20 "walking_upstairs" 0.29773447 -0.03470826
20 "walking_upstairs" 0.2474895 0.0046646244
20 "walking_upstairs" 0.022331938 -0.081228144
20 "walking_upstairs" 0.15801556 -0.029785319
20 "walking_upstairs" 0.3030652 0.0024035269
20 "walking_upstairs" 0.43658492 0.016541764
20 "walking_upstairs" 0.36515124 0.010463648
20 "walking_upstairs" 0.2589079 -0.045036337
20 "walking_upstairs" 0.35051823 -0.062994784
20 "walking_upstairs" 0.28861321 -0.007290397
24 "standing" 0.27868574 -0.012323834
24 "standing" 0.27993167 0.013648554
24 "standing" 0.27750682 -0.0031829139
24 "standing" 0.27603894 -0.014870304
24 "standing" 0.28040446 -0.010607981
24 "standing" 0.28222465 -0.018313286
24 "standing" 0.27966544 -0.0098331567
24 "standing" 0.27548539 -0.014232447
24 "standing" 0.27588667 -0.017481979
24 "standing" 0.27915926 -0.0099622954
24 "standing" 0.27949893 -0.010200567
24 "standing" 0.27646743 -0.028884455
24 "standing" 0.27635922 -0.032211307
24 "standing" 0.27741771 -0.021823784
24 "standing" 0.27604585 -0.014450477
24 "standing" 0.27722719 -0.010899452
24 "standing" 0.28076329 -0.012626778
24 "standing" 0.27736638 -0.016415989
24 "standing" 0.2803484 -0.032912772
24 "standing" 0.28473968 0.014983431
24 "standing" 0.27571879 -0.023616499
24 "standing" 0.2744153 -0.044332495
24 "standing" 0.27881482 -0.019190372
24 "standing" 0.28122505 -0.0024872313
24 "standing" 0.27968957 -0.015120488
24 "standing" 0.27619398 -0.019736013
24 "standing" 0.27680391 -0.013082321
24 "standing" 0.27987344 -0.0034976197
24 "standing" 0.27865679 -0.0042006858
24 "standing" 0.27011223 -0.032195288
24 "standing" 0.26993613 -0.032310712
24 "standing" 0.28045429 -0.014758204
24 "standing" 0.28058223 -0.0029884522
24 "sitting" 0.20649771 0.016080081
24 "sitting" 0.27500498 -0.016831346
24 "sitting" 0.27821321 -0.011561301
24 "sitting" 0.26883679 -0.01465298
24 "sitting" 0.26217134 -0.005486028
24 "sitting" 0.26226744 -0.0042714976
24 "sitting" 0.2682591 -0.0080199873
24 "sitting" 0.27367389 -0.011832311
24 "sitting" 0.27999885 -0.019408867
24 "sitting" 0.27728931 -0.017512744
24 "sitting" 0.27556215 -0.014851306
24 "sitting" 0.2654279 -0.0078813404
24 "sitting" 0.2595142 -0.0049351461
24 "sitting" 0.27713381 -0.019427979
24 "sitting" 0.28547676 -0.023825901
24 "sitting" 0.27850344 -0.01828716
24 "sitting" 0.27855861 -0.015769442
24 "sitting" 0.27633492 -0.016617732
24 "sitting" 0.27366868 -0.018512094
24 "sitting" 0.27862115 0.013042879
24 "sitting" 0.27629228 -0.002508183
24 "sitting" 0.27353917 -0.011545701
24 "sitting" 0.27729125 -0.013810439
24 "sitting" 0.28125504 -0.02071428
24 "sitting" 0.27820305 -0.01553883
24 "sitting" 0.27535296 -0.013110112
24 "sitting" 0.27704378 -0.021323271
24 "sitting" 0.27714565 -0.016190264
24 "sitting" 0.27715707 -0.014446402
24 "sitting" 0.27493402 -0.012629697
24 "sitting" 0.2744337 -0.0064471613
24 "sitting" 0.27801747 -0.015543735
24 "sitting" 0.28000634 -0.022478108
24 "sitting" 0.27953467 -0.018742359
24 "laying" 0.24249497 -0.029929447
24 "laying" 0.26479729 -0.016720761
24 "laying" 0.28484122 -0.019201174
24 "laying" 0.28250398 -0.017227257
24 "laying" 0.29328019 -0.015578568
24 "laying" 0.27364217 -0.017384309
24 "laying" 0.29178423 -0.016390826
24 "laying" 0.28840743 -0.016616056
24 "laying" 0.27397644 -0.015978179
24 "laying" 0.29429092 -0.013992812
24 "laying" 0.28533202 -0.015873494
24 "laying" 0.27997625 -0.016387375
24 "laying" 0.24822975 -0.018228805
24 "laying" 0.27929471 -0.017523811
24 "laying" 0.27025714 -0.018213182
24 "laying" 0.26841309 -0.01998968
24 "laying" 0.28541286 -0.017215863
24 "laying" 0.25082911 -0.018119507
24 "laying" 0.30683763 -0.026722083
24 "laying" 0.27896492 -0.016697354
24 "laying" 0.25749879 -0.01376124
24 "laying" 0.25968372 -0.0084431521
24 "laying" 0.30049123 -0.011320349
24 "laying" 0.29106351 -0.015776554
24 "laying" 0.25742269 -0.018902842
24 "laying" 0.27246605 -0.02046244
24 "laying" 0.28081402 -0.019014853
24 "laying" 0.26679666 -0.018683215
24 "laying" 0.27309402 -0.018716085
24 "laying" 0.27857015 -0.017325247
24 "laying" 0.26665276 -0.018790683
24 "laying" 0.28084483 -0.018121618
24 "laying" 0.28858722 -0.015632184
24 "laying" 0.25987765 -0.018915007
24 "laying" 0.27911274 -0.018416039
24 "laying" 0.28104885 -0.016769113
24 "walking" 0.28451404 -0.055476156
24 "walking" 0.28314796 -0.014131953
24 "walking" 0.28005021 -0.015841577
24 "walking" 0.24710093 -0.022698054
24 "walking" 0.22696275 -0.012322138
24 "walking" 0.25906729 -0.024949996
24 "walking" 0.27367928 -0.022634427
24 "walking" 0.27546664 -0.023563464
24 "walking" 0.28213131 -0.023949982
24 "walking" 0.30865971 -0.0075759777
24 "walking" 0.34925912 -0.0077039484
24 "walking" 0.30909046 -0.01596666
24 "walking" 0.26653921 -0.040474834
24 "walking" 0.25512329 -0.034133103
24 "walking" 0.25282349 -0.049342139
24 "walking" 0.30053212 -0.012101104
24 "walking" 0.33608034 0.0035882027
24 "walking" 0.32464045 -0.010740431
24 "walking" 0.28635523 -0.035174482
24 "walking" 0.28909427 -0.031074274
24 "walking" 0.23978787 -0.0059169622
24 "walking" 0.1859431 -0.021964167
24 "walking" 0.25736029 -0.027208923
24 "walking" 0.3467807 -0.0039090904
24 "walking" 0.32803082 -0.040729817
24 "walking" 0.2803088 -0.059779144
24 "walking" 0.22799127 -0.01241469
24 "walking" 0.23084416 -0.0070828323
24 "walking_downstairs" 0.38630663 -0.045587684
24 "walking_downstairs" 0.26156848 -0.0065645739
24 "walking_downstairs" 0.24799049 -0.010159913
24 "walking_downstairs" 0.28425235 -0.02281155
24 "walking_downstairs" 0.21300579 -0.0014152173
24 "walking_downstairs" 0.3707181 -0.027096679
24 "walking_downstairs" 0.29391087 0.027123789
24 "walking_downstairs" 0.41315322 -0.0089678106
24 "walking_downstairs" 0.33284026 -0.0086759742
24 "walking_downstairs" 0.13786712 -0.019364783
24 "walking_downstairs" 0.19815462 -0.016672574
24 "walking_downstairs" 0.33127612 -0.013100098
24 "walking_downstairs" 0.36416424 0.012940496
24 "walking_downstairs" 0.18360052 -0.0034791156
24 "walking_downstairs" 0.13735329 -0.012811615
24 "walking_downstairs" 0.36902322 -0.0069064319
24 "walking_downstairs" 0.36166813 -0.019976839
24 "walking_downstairs" 0.38832165 -0.058132397
24 "walking_downstairs" 0.21872216 -0.0076696542
24 "walking_downstairs" 0.18230735 0.060194711
24 "walking_downstairs" 0.33454994 -0.018272939
24 "walking_downstairs" 0.36104839 -0.077325502
24 "walking_downstairs" 0.29165981 0.015270374
24 "walking_downstairs" 0.31620816 -0.011571475
24 "walking_downstairs" 0.25229545 -0.024529343
24 "walking_downstairs" 0.28672826 -0.019878522
24 "walking_downstairs" 0.3283395 -0.027502522
24 "walking_upstairs" 0.22988779 -0.05489445
24 "walking_upstairs" 0.29792847 -0.037217102
24 "walking_upstairs" 0.20695078 -0.042436614
24 "walking_upstairs" 0.17297289 -0.068800822
24 "walking_upstairs" 0.34122299 -0.037940837
24 "walking_upstairs" 0.34924134 -0.0096152577
24 "walking_upstairs" 0.26230284 0.0059271721
24 "walking_upstairs" 0.24336937 0.051278363
24 "walking_upstairs" 0.25288267 0.015901455
24 "walking_upstairs" 0.27438106 -0.13095093
24 "walking_upstairs" 0.27170738 -0.043341131
24 "walking_upstairs" 0.18768 0.025505334
24 "walking_upstairs" 0.26215272 0.0032359481
24 "walking_upstairs" 0.42055911 -0.001389149
24 "walking_upstairs" 0.20050135 0.0089307998
24 "walking_upstairs" 0.1694432 -0.072335997
24 "walking_upstairs" 0.3464987 -0.0719426
24 "walking_upstairs" 0.34758747 0.0071267287
24 "walking_upstairs" 0.29246852 0.0041337181
24 "walking_upstairs" 0.26532613 -0.14891237
24 "walking_upstairs" 0.27845826 -0.02225683
24 "walking_upstairs" 0.27701775 -0.00065544296
24 "walking_upstairs" 0.25389161 -0.0065802649
24 "walking_upstairs" 0.30166927 0.009398182
24 "walking_upstairs" 0.22051034 -0.0036994437
24 "walking_upstairs" 0.17056846 -0.084777283
24 "walking_upstairs" 0.30422198 -0.059180631
24 "walking_upstairs" 0.35907448 0.01153242
24 "walking_upstairs" 0.30522513 -0.013345331
24 "standing" 0.28742776 -0.033057194
24 "standing" 0.27663295 -0.038558951
24 "standing" 0.27014137 -0.021613023
24 "standing" 0.27827917 -0.0055893226
24 "standing" 0.28245414 -0.019320051
24 "standing" 0.28163039 -0.012995335
24 "standing" 0.28092361 -0.0053526783
24 "standing" 0.28060537 -0.0069568288
24 "standing" 0.28036619 -0.0064900036
24 "standing" 0.27788663 -0.018034788
24 "standing" 0.27476973 -0.025812459
24 "standing" 0.27312178 -0.021159148
24 "standing" 0.26978972 -0.038869138
24 "standing" 0.27199428 -0.048332968
24 "standing" 0.28068314 -0.011278885
24 "standing" 0.28035995 4.8988552e-05
24 "standing" 0.27980721 -0.0042236846
24 "standing" 0.28135165 0.0039864804
24 "standing" 0.28364159 -0.0069924454
24 "standing" 0.42681876 0.061129977
24 "standing" 0.30104263 0.00064742684
24 "standing" 0.27091819 -0.0096216311
24 "standing" 0.28536067 -0.0030099598
24 "standing" 0.28018713 -0.020511452
24 "standing" 0.27015024 -0.031852739
24 "standing" 0.27071175 -0.02207708
24 "standing" 0.27624666 -0.012141554
24 "standing" 0.27742411 -0.021699511
24 "standing" 0.27937984 -0.021445142
24 "standing" 0.28360029 -0.013272726
24 "standing" 0.27616549 -0.028196491
24 "standing" 0.26725016 -0.027343921
24 "standing" 0.27358556 -0.012829062
24 "standing" 0.28365263 -0.0073163168
24 "standing" 0.28394898 -0.0028083072
24 "standing" 0.27206362 -0.015950751
24 "sitting" 0.26237074 -0.019756056
24 "sitting" 0.23546273 0.0075639812
24 "sitting" 0.27851973 -0.015549377
24 "sitting" 0.28773234 -0.020568619
24 "sitting" 0.27551036 -0.016606426
24 "sitting" 0.27115142 -0.015648936
24 "sitting" 0.27304611 -0.015593674
24 "sitting" 0.27573907 -0.01574753
24 "sitting" 0.28259433 -0.018429232
24 "sitting" 0.27663116 -0.016829065
24 "sitting" 0.27299592 -0.015188389
24 "sitting" 0.26822482 -0.012501783
24 "sitting" 0.27182211 -0.014733648
24 "sitting" 0.27849608 -0.017114644
24 "sitting" 0.19793865 0.12323022
24 "sitting" 0.28448077 -0.0008997056
24 "sitting" 0.28142193 -0.025568601
24 "sitting" 0.28032894 -0.030612201
24 "sitting" 0.28096951 -0.024104681
24 "sitting" 0.28397995 -0.043348097
24 "sitting" 0.29134578 -0.060765185
24 "sitting" 0.27794718 -0.021888732
24 "sitting" 0.27214466 -0.00031988288
24 "sitting" 0.27941555 -0.015292917
24 "sitting" 0.27943943 -0.015868946
24 "sitting" 0.27789404 -0.014281476
24 "sitting" 0.27473119 -0.015615768
24 "sitting" 0.27621711 -0.01686349
24 "sitting" 0.2796262 -0.015369048
24 "sitting" 0.27702643 -0.013712121
24 "sitting" 0.2743579 -0.012955406
24 "sitting" 0.27833625 -0.013747716
24 "sitting" 0.28222514 -0.024682984
24 "sitting" 0.27500271 -0.017573786
24 "laying" 0.2792704 -0.021636854
24 "laying" 0.27010933 -0.019861091
24 "laying" 0.26475474 -0.015965589
24 "laying" 0.25245835 -0.01678302
24 "laying" 0.26609928 -0.017163888
24 "laying" 0.32281357 -0.011775175
24 "laying" 0.2636603 -0.014489502
24 "laying" 0.27830997 -0.016461509
24 "laying" 0.27297142 -0.017548576
24 "laying" 0.24801886 -0.020384987
24 "laying" 0.29917771 -0.016926601
24 "laying" 0.26700257 -0.016658737
24 "laying" 0.26537804 -0.015701247
24 "laying" 0.29013573 -0.014267256
24 "laying" 0.26208779 -0.017950341
24 "laying" 0.28117441 -0.018975183
24 "laying" 0.29854086 -0.016704156
24 "laying" 0.26710342 -0.0094731717
24 "laying" -0.028548375 -0.024652642
24 "laying" 0.32589404 -0.025249635
24 "laying" 0.26268394 -0.014464409
24 "laying" 0.29111532 -0.014618184
24 "laying" 0.28902216 -0.017801559
24 "laying" 0.2619115 -0.018955833
24 "laying" 0.28161624 -0.017429494
24 "laying" 0.26660446 -0.018756385
24 "laying" 0.30055735 -0.015787892
24 "laying" 0.29115399 -0.014733996
24 "laying" 0.2496207 -0.01865789
24 "laying" 0.30195505 -0.016122368
24 "laying" 0.30600786 -0.014298012
24 "laying" 0.26089738 -0.017321776
24 "laying" 0.28419639 -0.018150092
24 "laying" 0.28849576 -0.016602879
24 "laying" 0.25486767 -0.017041987
24 "laying" 0.27052624 -0.017184432
24 "walking" 0.23715512 -0.046892662
24 "walking" 0.29199522 -0.013513213
24 "walking" 0.34922518 -0.020739146
24 "walking" 0.31826063 -0.026478525
24 "walking" 0.26763307 -0.026982697
24 "walking" 0.27233944 -0.036933357
24 "walking" 0.28653666 -0.035690061
24 "walking" 0.27707062 -0.016982906
24 "walking" 0.24406017 -0.049860856
24 "walking" 0.27008436 -0.040305456
24 "walking" 0.28733874 0.013845443
24 "walking" 0.23041443 0.0084547635
24 "walking" 0.24294921 -0.0088280653
24 "walking" 0.28206481 -0.0012129628
24 "walking" 0.26077756 -0.065863682
24 "walking" 0.25858716 -0.006958461
24 "walking" 0.2690731 0.001729005
24 "walking" 0.28179668 -0.022418983
24 "walking" 0.2816345 -0.011462283
24 "walking" 0.31054842 -0.021330544
24 "walking" 0.31387308 -0.017820019
24 "walking" 0.31515411 -0.021472422
24 "walking" 0.29229921 -0.039262676
24 "walking" 0.25205458 -0.035983234
24 "walking" 0.26514169 -0.027666979
24 "walking" 0.25917245 -0.0084079199
24 "walking" 0.24879853 -0.015695327
24 "walking" 0.2472901 -0.024840287
24 "walking" 0.27714931 0.0037089737
24 "walking" 0.28704408 -0.056452461
24 "walking_downstairs" 0.24002891 -0.015075161
24 "walking_downstairs" 0.18748729 0.0088991374
24 "walking_downstairs" 0.41932188 -0.0055686595
24 "walking_downstairs" 0.30864492 -0.048536944
24 "walking_downstairs" 0.24933956 -0.025495661
24 "walking_downstairs" 0.27245607 0.033767701
24 "walking_downstairs" 0.13719152 -0.010365829
24 "walking_downstairs" 0.26202918 -0.033931785
24 "walking_downstairs" 0.29784314 -0.020465225
24 "walking_downstairs" 0.40063298 -0.05009544
24 "walking_downstairs" 0.2520548 -0.032970709
24 "walking_downstairs" 0.26508228 -0.008829066
24 "walking_downstairs" 0.31939731 0.0053378255
24 "walking_downstairs" 0.288844 -0.028097381
24 "walking_downstairs" 0.31093373 -0.022178521
24 "walking_downstairs" 0.42496759 -0.01535043
24 "walking_downstairs" 0.35681978 -0.019191955
24 "walking_downstairs" 0.27701714 -0.0050341458
24 "walking_downstairs" 0.28905798 -0.012673025
24 "walking_upstairs" 0.06542056 -0.13433575
24 "walking_upstairs" 0.2597209 -0.030785936
24 "walking_upstairs" 0.33535362 -0.077075148
24 "walking_upstairs" 0.36371378 -0.065687464
24 "walking_upstairs" 0.31489462 0.023157142
24 "walking_upstairs" 0.1937673 0.043147904
24 "walking_upstairs" 0.19058591 -0.012548649
24 "walking_upstairs" 0.3015675 0.0092640652
24 "walking_upstairs" 0.38470936 0.020491924
24 "walking_upstairs" 0.37657694 -0.01808126
24 "walking_upstairs" 0.29743408 -0.045269757
24 "walking_upstairs" 0.25332342 -0.024864887
24 "walking_upstairs" 0.20810191 -0.008045775
24 "walking_upstairs" 0.14414919 -0.039857812
24 "walking_upstairs" 0.23085229 -0.042285637
24 "walking_upstairs" 0.29622073 -0.052291834
24 "walking_upstairs" 0.35729791 -0.044599067
24 "walking_upstairs" 0.34432823 0.0047928061
24 "walking_upstairs" 0.28364365 -0.0079582238
24 "walking_upstairs" 0.20698753 0.024601844
24 "walking_downstairs" 0.39280391 -0.017788124
24 "walking_downstairs" 0.30116156 -0.03003433
24 "walking_downstairs" 0.2882145 0.011492981
24 "walking_downstairs" 0.11486635 -0.00042675471
24 "walking_downstairs" 0.12697024 -0.013276209
24 "walking_downstairs" 0.36394272 -0.022211597
24 "walking_downstairs" 0.3310437 -0.063978852
24 "walking_downstairs" 0.27225878 -0.0075792618
24 "walking_downstairs" 0.27727055 0.0010843479
24 "walking_upstairs" 0.30563139 -0.052701688
24 "walking_upstairs" 0.32144303 -0.023799295
24 "walking_upstairs" 0.26741287 -0.021595924
24 "walking_upstairs" 0.14714555 -0.046907851
24 "walking_upstairs" 0.19227459 -0.033642566
24 "walking_upstairs" 0.31015462 -0.05339125
24 "walking_upstairs" 0.36338465 -0.039214016
24 "walking_upstairs" 0.34996609 0.030077442
